Publisher,Time,Author,Title,ID
Berrett-Koehler Publishers,4/15/13,Jennifer B. Kahnweiler,The Introverted Leader: Building on Your Quiet Strength,252
SAGE Publications,11/26/08,John S. Hill,International Business: Competing in the Global Marketplace / Edition 11,253
CreateSpace Publishing,4/15/16,Daniel Rosen,The Ultimate Guide to Starting A Credit Repair Business: Launch your own profitable recurring-revenue business with just a computer and a phone,254
Wiley,4/24/17,Steve Wexler,The Big Book of Dashboards: Visualizing Your Data Using Real-World Business Scenarios,255
Potter/TenSpeed/Harmony,2001/2/18,Elaine Pofeldt,"The Million-Dollar, One-Person Business: Make Great Money. Work the Way You Like. Have the Life You Want.",256
Black Classic Press,2010/10/5,Reginald F. Lewis,Why Should White Guys Have All the Fun?: How Reginald Lewis Created a Billion-Dollar Business Empire,257
Looking Glass Books,7/28/02,Truett Cathy,Eat Mor Chikin: Inspire More People: Doing Business the Chick-fil-A Way / Edition 1,258
Wiley,3/17/14,Douglas W. Hubbard,How to Measure Anything: Finding the Value of Intangibles in Business / Edition 3,259
Da Capo Press,2/27/18,Scott Gerber,Superconnector: Stop Networking and Start Building Business Relationships that Matter,260
Bloomsbury Academic,2009/8/16,Leslie Davis Burns,"The Business of Fashion: Designing, Manufacturing, and Marketing / Edition 5",261
Potter/TenSpeed/Harmony,2009/1/9,Geshe Michael Roach,The Diamond Cutter: The Buddha on Managing Your Business and Your Life,262
Penguin Publishing Group,10/25/11,Roy M. Spence,"It's Not What You Sell, It's What You Stand For: Why Every Extraordinary Business Is Driven by Purpose",263
CreateSpace Publishing,9/19/17,Alan T. Norman,"Mastering Bitcoin for Starters: Bitcoin and Cryptocurrency Technologies, Mining, Investing and Trading - Bitcoin Book 1, Blockchain, Wallet, Business",264
Entrepreneur Press,2001/10/17,Rick Grossmann,Franchise Bible: How to Buy a Franchise or Franchise Your Own Business,265
Entrepreneur Press,2007/11/17,The Staff of Entrepreneur Media,Start Your Own Freight Brokerage Business: Your Step-By-Step Guide to Success,266
Penguin Publishing Group,2005/2/17,Daniel DiPiazza,"Rich20Something: Ditch Your Average Job, Start an Epic Business, and Score the Life You Want",267
Random House Publishing Group,9/20/16,C. L. Parker,Coming Clean: Monkey Business Trio,268
Penguin Publishing Group,8/28/07,Bruce C. Greenwald,Competition Demystified: A Radically Simplified Approach to Business Strategy,269
Random House Publishing Group,6/28/86,Mark H. McCormack,What They Don't Teach You at Harvard Business School: Notes from a Street-Smart Executive,270
Cengage Learning,2001/1/17,Kenneth W. Clarkson,Business Law: Text and Cases / Edition 14,271
HarperCollins Publishers,12/15/95,Helen Palmer,The Enneagram in Love and Work: Understanding Your Intimate and Business Relationships,272
"Mill City Press, Inc.",11/14/12,MD MBA Tom Harbin,The Business Side of Medicine: What Medical Schools Don't Teach You,273
Wiley,3/27/12,Steven D. Strauss,The Small Business Bible: Everything You Need to Know to Succeed in Your Small Business,274
Berrett-Koehler Publishers,2005/1/8,Mike Song,Hamster Revolution: How to Manage Your Email Before It Manages You,275
HarperCollins Publishers,2011/8/5,Harvey B Mackay,"Swim with the Sharks Without Being Eaten Alive: Outsell, Outmanage, Outmotivate, and Outnegotiate Your Competition",276
CreateSpace Publishing,11/28/15,Ivy Ejam,Minding Her Business: A Woman's Guide & Journal for Living an Extraordinary Life,277
CreateSpace Publishing,12/31/16,Suzanne Carpenter,"Soap Making Business Startup: How to Start, Run & Grow a Million Dollar Success From Home!",278
AMACOM,2002/1/18,Colleen DeBaise,Start a Successful Business: Expert Advice to Take Your Startup from Idea to Empire,279
The Crown Publishing Group,5/16/17,Bryce G. Hoffman,Red Teaming: How Your Business Can Conquer the Competition by Challenging Everything,280
"Alicia Productions, Incorporated",4/23/14,Mrs Alicia Griffin,10 Steps to Owning Your Own Trucking: Freight Broker/Agent Business,281
Columbia University Press,2001/10/17,Leonard Sherman,"If You're in a Dogfight, Become a Cat!: Strategies for Long-Term Growth",282
Pearson,2001/10/15,Steve Mariotti,Entrepreneurship: Starting and Operating A Small Business / Edition 4,283
Greenleaf Book Group Press,2004/4/17,David Osborn,"Wealth Can't Wait: Avoid the 7 Wealth Traps, Implement the 7 Business Pillars, and Complete a Life Audit Today!",284
Wiley,11/16/09,Jason Ryan Dorsey,Y-Size Your Business: How Gen Y Employees Can Save You Money and Grow Your Business,285
CreateSpace Publishing,2010/11/17,Michelia ly Weekly Budget Planner,Monthly Budget Planner: Weekly Expense Tracker Bill Organizer Notebook Business Money Personal Finance Journal Planning Workbook size 8.5x11 Inches Glitter Dots Style,286
Berrett-Koehler Publishers,2005/7/12,Bob Johansen,Leaders Make the Future: Ten New Leadership Skills for an Uncertain World,287
"Son of the Sea, Inc.",5/21/17,Maria Brophy,"Art Money & Success: A complete and easy-to-follow system for the artist who wasn't born with a business mind. Learn how to find buyers, get paid fairly, negotiate nicely, deal with copycats and sell more art.",288
"Norton, W. W. & Company, Inc.",4/28/93,Avinash K. Dixit,"Thinking Strategically: The Competitive Edge in Business, Politics and Everyday Life / Edition 4",289
"Hal Elrod International, Inc.",2011/4/16,Hal Elrod,The Miracle Morning for Entrepreneurs: Elevate Your SELF to Elevate Your BUSINESS,290
Koehler Books,5/15/17,Bill Green,ALL IN: 101 Real Life Business Lessons For Emerging Entrepreneurs,291
CreateSpace Publishing,4/25/17,Molly Suber Thorpe,The Calligrapher's Business Handbook: Pricing and Policies for Lettering Artists,292
Polyface,8/15/17,Joel Salatin,"Your Successful Farm Business: Production, Profit, Pleasure",293
Dunham Books,4/21/15,Ryan Levesque,Ask: The Counterintuitive Online Formula to Discover Exactly What Your Customers Want to Buy...Create a Mass of Raving Fans...and Take Any Business to the Next Level,294
Disruption Books,2009/12/17,Halee Fischer-Wright,"Back To Balance: The Art, Science, And Business of Medicine",295
The Crown Publishing Group,5/17/16,Rana Foroohar,Makers and Takers: The Rise of Finance and the Fall of American Business,296
Columbia University Press,6/28/11,Jeanne Liedtka,Designing for Growth: A Design Thinking Tool Kit for Managers,297
Bloomsbury Academic,2009/8/16,Leslie Davis Burns,The Business of Fashion: Bundle Book + Studio Access Card / Edition 5,298
Free Press,12/28/10,Robin Sharma,The Leader Who Had No Title: A Modern Fable on Real Success in Business and in Life,299
Houghton Mifflin Harcourt,4/14/15,L. A. Meyer,"Boston Jacky: Being an Account of the Further Adventures of Jacky Faber, Taking Care of Business (Bloody Jack Adventure Series #11)",300
Harvard Business Review Press,10/24/17,Clayton M. Christensen,HBR Classics Boxed Set (16 Books),301
HarperCollins Publishers,9/27/11,Robert Herjavec,Driven: How To Succeed In Business And In Life,302
Columbia University Press,4/30/13,Jim Paul,What I Learned Losing a Million Dollars,303
McGraw-Hill Higher Education,2006/9/11,George A. Steiner,"Business, Government, and Society: A Managerial Perspective / Edition 13",304
HarperCollins Publishers,3/17/09,Barbara Smit,Sneaker Wars: The Enemy Brothers Who Founded Adidas and Puma and the Family Feud That Forever Changed the Business of Sports,305
"BenBella Books, Inc.",2002/7/17,William Bronchick,The Business of Flipping Homes: Short-Term Real Estate Investing for Long-Term Wealth,306
Adams Media,2001/2/15,Melinda F Emerson,Become Your Own Boss in 12 Months: A Month-by-Month Guide to a Business that Works,307
HarperCollins Publishers,2/14/17,C. S. Lewis,The Business of Heaven: Daily Readings,308
Crossway,11/28/03,Wayne Grudem,Business for the Glory of God: The Bible's Teaching on the Moral Goodness of Business,309
Hachette Books,2007/8/8,Chris Anderson,The Long Tail: Why the Future of Business Is Selling Less of More,310
McGraw-Hill Education,1/19/16,Eric Teoro,"Annual Editions: Business Ethics, 27/e / Edition 27",311
DC Comics,12/20/16,James Bonny,Deathstroke Vol. 4: Family Business,312
Wiley,2/13/18,Shane Snow,"The Storytelling Edge: How to Transform Your Business, Stop Screaming into the Void, and Make People Love You",313
Wiley,1/20/15,Adam Morgan,"A Beautiful Constraint: How To Transform Your Limitations Into Advantages, and Why It's Everyone's Business",314
Taylor & Francis,2008/6/14,James Alburger,The Art of Voice Acting: The Craft and Business of Performing for Voiceover / Edition 5,315
New World Library,6/14/16,Amy Ippoliti,The Art and Business of Teaching Yoga: The Yoga Professional's Guide to a Fulfilling Career,316
HarperCollins Publishers,8/22/00,Kenneth Roman,"Writing That Works, 3rd Edition: How to Communicate Effectively in Business",317
CreateSpace Publishing,4/25/17,Ann Robinson,"Natural & Organic Liquid Soap Making Business Startup: Learn How to Make Shampoo, Conditioner, Body Wash, Sunscreen Lotion, Muscle Balm, Hand Sanitizers, Pet Shampoo & So Much More",318
CreateSpace Publishing,5/23/16,Tony Rohn,"Elon Musk: 100 Success Lessons from Elon Musk On Work, Life, Innovation, Business, Leadership, Entrepreneurship & Sustainable Development",319
Cengage Learning,2001/1/16,Roger LeRoy Miller,"Cengage Advantage Books: Business Law Today, The Essentials: Text and Summarized Cases / Edition 11",320
Pearson,8/15/92,Gary Blake,"Elements of Business Writing: A Guide to Writing Clear, Concise Letters, Mem / Edition 1",321
New Society Publishers,2002/7/17,Zach Loeks,The Permaculture Market Garden: A Visual Guide to a Profitable Whole-systems Farm Business,322
McGraw-Hill Professional Publishing,2008/8/8,David D'Alessandro,Career Warfare: 10 Rules for Building a Sucessful Personal Brand on the Business Battlefield / Edition 2,323
Entrepreneur Press,2007/12/16,The Staff of Entrepreneur Media,Start Your Own Construction and Contracting Business: Your Step-by-Step Guide to Success,324
CreateSpace Publishing,2007/11/16,Diego Rodriguez,"The Ultimate Guide On How To Build Credit For Your Business: The ultimate, step-by-step guide on HOW to build business credit and exactly WHERE to apply",325
Real Estate Business Press,2010/1/15,Nick Krautter,The Golden Handoff: How to Buy and Sell a Real Estate Agent's Business,326
"Barron's Educational Series, Incorporated",2011/1/17,Michael Covington Ph.D,Dictionary of Computer and Internet Terms,327
AMACOM,2003/9/17,Leonard Green,"The Entrepreneur's Playbook: More than 100 Proven Strategies, Tips, and Techniques to Build a Radically Successful Business",328
"Health Communications, Incorporated",2003/6/12,Jack Canfield,"The Power of Focus Tenth Anniversary Edition: How to Hit Your Business, Personal and Financial Targets with Absolute Confidence and Certainty",329
Entrepreneur Press,11/21/17,Mark J. Kohler,The Business Owner's Guide to Financial Freedom: What Wall Street Isn't Telling You,330
Center for the Childbearing Year Press,2009/6/14,Patty Brennan,The Doula Business Guide: Creating a Successful Motherbaby Business,331
Wiley,11/18/13,Ken Black,"Business Statistics, Binder Ready Version: For Contemporary Decision Making / Edition 8",332
Pearson,1/29/15,John J. Wild,International Business: The Challenges of Globalization / Edition 8,333
St. Martin's Press,6/27/17,Carmine Gallo,"The Storyteller's Secret: From TED Speakers to Business Legends, Why Some Ideas Catch On and Others Don't",334
"Barron's Educational Series, Incorporated",2005/1/12,Thomas P. Fitch,Dictionary of Banking Terms,335
Random House Publishing Group,2009/4/18,Melinda Mullet,Deadly Dram: A Whiskey Business Mystery,336
CreateSpace Publishing,5/22/17,Linda Rawson,"The Minority and Women-Owned Small Business Guide to Government Contracts: Everything You Need to Know to Get Started, 2nd Edition",337
Penguin Publishing Group,2002/9/11,Barbara Corcoran,"Shark Tales: How I Turned $1,000 into a Billion Dollar Business",338
HarperCollins Publishers,2005/3/5,Adam Ginsberg,"How to Buy, Sell, and Profit on eBay: Kick-Start Your Home-Based Business in Just Thirty Days",339
Elsevier Science,11/21/14,Rick Sherman,Business Intelligence Guidebook: From Data Integration to Analytics,340
St. Martin's Press,4/17/18,Jim Tselikis,Cousins Maine Lobster: How One Food Truck Became a Multimillion-Dollar Business,341
Scribner,2001/3/17,David Clark,"Tao of Charlie Munger: A Compilation of Quotes from Berkshire Hathaway's Vice Chairman on Life, Business, and the Pursuit of Wealth With Commentary by David Clark",342
Beacon Publishing,3/26/18,John Abbate,Invest Yourself: Daring to Be Catholic In Today's Business World,343
Book Boutiques,10/31/18,Dakota Cassidy,Then There Were Nun,344
St. Martin's Press,2004/10/18,Sarah Krasnostein,"The Trauma Cleaner: One Woman's Extraordinary Life in the Business of Death, Decay, and Disaster",345
Quercus,7/16/03,Ernest Gundling,Working Globesmart: 12 People Skills for Doing Business Across Borders,346
McGraw-Hill Professional Publishing,8/31/12,Art Byrne,The Lean Turnaround: How Business Leaders Use Lean Principles to Create Value and Transform Their Company / Edition 1,347
CreateSpace Publishing,2009/8/17,Ronald Harris,Trucking Freight Brokerage Business Start-Up: Step By Step Guide To Become a Successful Freight Broker,348
Penguin Publishing Group,3/31/15,Pat Heim,Hardball for Women: Winning at the Game of Business: Third Edition,349
University Press of Mississippi,5/15/18,George T. Malvaney,"Cups Up: How I Organized a Klavern, Plotted a Coup, Survived Prison, Graduated College, Fought Polluters, and Started a Business",350
Simon & Schuster,5/15/18,Lior Arussy,Next Is Now: 5 Steps for Embracing Change-Building a Business that Thrives into the Future,351
Crown Publishing Group,2004/1/18,Maria Hatzistefanis,How to Be an Overnight Success: Making It in Business,352
Entrepreneur Press,4/20/18,Javier Hasse,Start Your Own Cannabis Business: Your Step-By-Step Guide to the Marijuana Industry,353
Hachette Books,1/28/04,Robert L. Shook,Doing Business by the Good Book: 52 Lessons on Success Straight from the Bible,354
Center Street,2006/5/18,Kerry Kennedy,"Robert F. Kennedy: Ripples of Hope: Kerry Kennedy in Conversation with Heads of State, Business Leaders, Influencers, and Activists about Her Father's Impact on Their Lives",355
McGraw-Hill Professional Publishing,12/1/97,Edward E. Scannell,"The Big Book of Team Building Games: Trust-Building Activities, Team Spirit Exercises, and Other Fun Things to Do (Big Book of Business Games Series) / Edition 1",356
Adams Media,5/18/10,Gerald A Michaelson,Sun Tzu - The Art of War for Managers: 50 Strategic Rules Updated for Today's Business,357
Knopf Doubleday Publishing Group,2009/9/8,Robert B. Reich,"Supercapitalism: The Transformation of Business, Democracy, and Everyday Life",358
Rose Publishing CA,6/28/16,Gregory Baumer,God and Money: How We Discovered True Riches at Harvard Business School,359
HarperCollins Publishers,4/25/17,Duff McDonald,"The Golden Passport: Harvard Business School, the Limits of Capitalism, and the Moral Failure of the MBA Elite",360
