ID,Publisher,Time,Author,Title
2934,Pearson,3/6/14,Margaret L. Lial,"Finite Mathematics with Applications In the Management, Natural, and Social Sciences, Books a la Carte Plus NEW MyMathLab with Pearson eText -- Access Card Package / Edition 11"
2935,CreateSpace Publishing,1/15/16,Yongcheng Chen,American Mathematics Competitions (AMC 10) Preparation Practice Tests
2936,McGraw-Hill Professional Publishing,12/10/02,Lana C. Stephens,Schaum's Outline of Mathematics for Nurses / Edition 1
2937,XAMOnline.com,1/20/14,Sharon A Wynne,TExES TExES Mathematics 7-12 235 Practice Test Kit
2938,Pearson,9/6/15,Margaret L. Lial,Finite Mathematics / Edition 11
2939,Mometrix Media LLC,3/31/14,STAAR Exam Secrets Test Prep Staff,STAAR Grade 8 Mathematics Assessment Secrets Study Guide
2940,Houghton Mifflin Harcourt,7/26/16,Sandra Luna McCune,"CliffsNotes Praxis Middle School Mathematics (5169), 2nd Edition"
2941,Wiley,1/23/04,Theodore Shifrin,Multivariable Mathematics / Edition 1
2942,Touchstone,10/28/86,E.T. Bell,Men of Mathematics
2943,Cambridge University Press,4/28/08,G. H. Hardy,A Course of Pure Mathematics
2944,Cambridge University Press,11/15/12,Greg Byrd,Cambridge Checkpoint Mathematics Coursebook 8
2945,Pearson,1/4/13,Margaret L. Lial,MyWorkBook for Basic College Mathematics / Edition 9
2946,Mometrix Media LLC,3/31/14,CSET Exam Secrets Test Prep Staff,CSET Mathematics Exam Secrets Study Guide
2947,Oxford University Press,7/22/14,Christopher Clapham,The Concise Oxford Dictionary of Mathematics
2948,Cengage Learning,1/1/15,John C. Peterson,Mathematics for Machine Technology / Edition 7
2949,SingaporeMath.com Incorporated,1/28/03,Singapore Marshall Cavendish International,Primary Mathematics 5B - Workbook / Edition 1
2950,Teachers College Press,9/12/14,PARKS,Exploring Mathematics Through Play in the Early Childhood Classroom
2951,Oxford University Press,5/1/15,Ian Stewart,The Foundations of Mathematics
2952,Mometrix Media LLC,7/14/14,Praxis II Exam Secrets Test Prep Staff,Praxis II Middle School Mathematics (5169) Exam Secrets Study Guide
2953,Pearson,2/7/12,Susan Sperry Smith,Early Childhood Mathematics / Edition 5
2954,Cengage Learning,1/27/11,Robert Chasan,Practical Problems in Mathematics for Welders / Edition 6
2955,McGraw-Hill Higher Education,3/30/07,Amy Dillard,Everyday Mathematics Student Math Journal Grade 6
2956,Windham Press,8/7/17,STAAR Mathematics Practice Team,STAAR Math Grade 4: Mathematics Test Preparation & Practice for 4th Grade STAAR Math
2957,Dover Publications,3/28/01,Edward Kasner,Mathematics and the Imagination
2958,"Norton, W. W. & Company, Inc.",2/1/96,Bertrand Russell,The Principles of Mathematics / Edition 2
2959,CreateSpace Publishing,3/20/14,Jonathan D. Kantrowitz,Rise & Shine STAAR Prep Mathematics Grade 5
2960,Pearson,2/18/15,Dan Dolan,Activities Manual for A Problem Solving Approach to Mathematics for Elementary School Teachers / Edition 12
2961,12th Media Services,6/5/17,Eric Lehman,Mathematics for Computer Science
2962,Trivium Test Prep,11/8/17,Praxis Mathematics Exam Prep Team,Praxis Mathematics Content Knowledge 5161 Study Guide 2018-2019: Praxis II Math 5161 Exam Prep and Practice Test Questions
2963,Pearson,5/9/17,Allyn J. Washington,MyMathLab with Pearson eText -- Standalone Access Card -- for Basic Technical Mathematics / Edition 11
2964,Jones & Bartlett Learning,9/14/16,Dennis G. Zill,Advanced Engineering Mathematics / Edition 6
2965,XAMOnline.com,6/10/11,Sharon Wynne,CEOE OSAT Advanced Mathematics Field 11 Practice Test 1
2966,Benediction Books,6/3/10,G. H. Hardy,A Course Of Pure Mathematics
2967,Cengage Learning,1/1/13,Howard L. Rolf,Finite Mathematics / Edition 8
2968,Watchmaker Publishing,9/1/08,Erik Oberg,Shop Mathematics - 1920
2969,Dover Publications,10/21/15,Terry Stickels,Challenging Math Problems
2970,Dover Publications,8/18/11,Dennis Sentilles,A Bridge to Advanced Mathematics
2971,Cengage Learning,4/21/11,Susanna S. Epp,"Student Solutions Manual and Study Guide for Epp's Discrete Mathematics with Applications, 4th / Edition 4"
2972,Cengage Learning,2/6/15,Soo T. Tan,"Student Solutions Manual for Tan's Applied Mathematics for the Managerial, Life, and Social Sciences, 7th / Edition 7"
2973,Princeton University Press,9/15/15,Nicholas J. Higham,The Princeton Companion to Applied Mathematics
2974,Mometrix Media LLC,3/31/14,STAAR Exam Secrets Test Prep Staff,STAAR Grade 3 Mathematics Assessment Secrets Study Guide
2975,"Content Technologies, Inc.",2/12/17,Cram101 Textbook Reviews,"Studyguide for Basic College Mathematics by Jr., John Tobey, ISBN 9780321747594"
2976,Taylor & Francis,12/1/17,Kenneth H. Rosen,"Handbook of Discrete and Combinatorial Mathematics, Second Edition / Edition 2"
2977,XAMOnline.com,11/1/08,Xamonline,CEOE OSAT Advanced Mathematics Field 11
2978,"Oxford University Press, USA",8/25/08,William Goldbloom Bloch,The Unimaginable Mathematics of Borges' Library of Babel
2979,McGraw-Hill Professional Publishing,8/26/09,Marc Lipson,Schaum's Outline of Discrete Mathematics
2980,Pearson,1/27/14,Raymond A. Barnett,"Finite Mathematics for Business, Economics, Life Sciences and Social Sciences Plus NEW MyMathLab with Pearson eText -- Access Card Package / Edition 13"
2981,Pearson,5/23/17,Larry J. Goldstein,MyMathLab plus Pearson eText -- Standalone Access Card -- for Finite Mathematics & Its Applications / Edition 12
2982,Pearson,5/18/15,Rick Billstein,Student's Solutions Manual for A Problem Solving Approach to Mathematics for Elementary School Teachers / Edition 12
2983,Cengage Learning,1/1/17,Art Johnson,Guiding Children's Learning of Mathematics / Edition 13
2984,SAGE Publications,11/25/14,David A. Sousa,How the Brain Learns Mathematics / Edition 2
2985,Windham Press,8/4/17,ACCUPLACER Math Test Prep Team,ACCUPLACER Math Study Guide: Test Prep & Practice Test Questions for the Mathematics Section of the ACCUPLACER Exam
2986,Wiley,6/24/13,J. David Logan,Applied Mathematics / Edition 4
2987,Pearson,9/9/14,Raymond A. Barnett,"Student's Solutions Manual for Finite Mathematics for Business, Economics, Life Sciences and Social Sciences / Edition 13"
2988,Princeton University Press,5/30/17,?ystein Linnebo,Philosophy of Mathematics
2989,"ConJelCo, LLC",11/30/06,William Chen,The Mathematics of Poker
2990,McGraw-Hill Professional Publishing,10/14/08,Steven G. Krantz,Discrete Mathematics / Edition 1
2991,CreateSpace Publishing,10/3/15,Mr. Edward W. Smith,Choose Your Future Exploring Science Technology Engineering Mathematics Activity Book Grades 5-9
2992,Pearson,5/23/17,Peter Tannenbaum,MyMathLab with Pearson eText -- Standalone Access Card -- for Excursions in Modern Mathematics / Edition 9
2993,Pearson,2/9/12,Allen R. Angel,Student Solutions Manual for A Survey of Mathematics with Applications / Edition 9
2994,Pearson,1/7/14,Margaret L. Lial,"Finite Mathematics with Applications In the Management, Natural, and Social Sciences Plus NEW MyMathLab with Pearson eText -- Access Card Package / Edition 11"
2995,American Mathematical Society,2/18/09,Bettina Richmond,Discrete Transition to Advanced Mathematics
2996,Pearson,1/10/12,Geoffrey Akst,Basic College Mathematics through Applications / Edition 5
2997,Pearson,12/9/02,Zalman Usiskin,Mathematics for High School Teachers- An Advanced Perspective / Edition 1
2998,Pearson,1/15/17,Tom Pirnot,Mathematics All Around / Edition 6
2999,University Readers,3/5/12,Rajee Amarasinghe,Exploring Mathematics
3000,Cambridge University Press,10/1/87,Marilyn Burns,The I Hate Mathematics! Book
3001,Pearson,5/16/17,Thomas Pirnot,MyMathLab with Pearson eText -- Standalone Access Card -- for Mathematics All Around / Edition 6
3002,National Council of Teachers of Mathematics,1/28/13,Patricia Campbell,Elementary Mathematics Specialists Handbook
3003,Pearson,1/21/15,Elayn Martin-Gay,Developmental Mathematics Plus NEW MyMathLab with Pearson eText -- Access Card Package / Edition 3
3004,Pearson,1/21/16,Margaret L. Lial,Finite Mathematics and Calculus with Applications Books a la Carte Plus MyMathLab Package / Edition 10
3005,Cambridge University Press,3/25/13,Karen Morrison,Cambridge IGCSE Mathematics Extended Practice Book
3006,Windham Press,5/12/17,TExES Math 7-12 Prep Team,TExES Mathematics 7-12 Test Prep: Study Guide for the TExES 235 Math Exam
3007,McGraw-Hill Professional Publishing,6/28/05,McGraw-Hill Education,"Achieving TABE Success in Mathematics, TABE 9 and 10 Level E / Edition 1"
3008,Cengage Learning,1/1/15,Tom Bassarear,Mathematics for Elementary School Teachers / Edition 6
3009,CreateSpace Publishing,5/3/16,Preparing Teachers In America,FTCE General Knowledge Mathematics
3010,Springer New York,10/13/12,John Stillwell,Mathematics and Its History
3011,Oxford University Press,6/4/07,Stewart Shapiro,The Oxford Handbook of Philosophy of Mathematics and Logic
3012,McGraw-Hill Professional Publishing,4/1/82,Seymour Lipschutz,Schaum's Outline of Essential Computer Mathematics / Edition 1
3013,Wide World Publishing,1/23/93,Theoni Pappas,The Joy of Mathematics
3014,SAGE Publications,4/19/11,Jann H. Leppien,"Parallel Curriculum Units for Mathematics, Grades 6-12"
3015,Mometrix Media LLC,3/31/14,STAAR Exam Secrets Test Prep Staff,STAAR Grade 7 Mathematics Assessment Secrets Study Guide
3016,Mometrix Media LLC,3/31/14,STAAR Exam Secrets Test Prep Staff,STAAR Grade 6 Mathematics Assessment Secrets Study Guide
3017,McGraw-Hill Professional Publishing,5/20/09,Haym Kruglak,"Schaum's Outline of Basic Mathematics with Applications to Science and Technology, 2ed / Edition 2"
3018,Mometrix Media LLC,11/11/15,Georgia Milestones Exam Secrets Test Prep Staff,Georgia Milestones Grade 5 Mathematics Success Strategies Workbook
3019,Dover Publications,2/1/95,Ian Stewart,Concepts of Modern Mathematics
3020,University of Chicago Press,7/10/17,The University of Chicago School Mathematics Project,Everyday Mathematics for Parents: What You Need to Know to Help Your Child Succeed
3021,Pearson,1/21/16,Margaret L. Lial,Finite Mathematics and Calculus with Applications Plus MyMathLab with Pearson eText -- Access Card Package / Edition 10
3022,"Outskirts Press, Inc.",3/10/16,P K Prah,Basic Mathematics Literacy Book And Study Companion
3023,Sourcebooks,11/1/12,Susan Johnsen,Using the Common Core State Standards in Mathematics with Gifted and Advanced Learners
3024,Cambridge University Press,10/20/16,Karen Morrison,Cambridge IGCSE Mathematics Core and Extended Coursebook with CD-ROM and IGCSE Mathematics Online Revised Edition
3025,Pearson,1/30/06,AGS Secondary,Consumer Mathematics Student Workbook
3026,Mometrix Media LLC,3/31/14,NES Exam Secrets Test Prep Staff,NES Mathematics Secrets Study Guide
3027,Kagan Publishing,1/1/98,Virginia DeBolt,Write! Mathematics
3028,McGraw-Hill Professional Publishing,1/27/11,Robert Brown,Schaum's Outline of Mathematics of Finance
3029,Walch Education,8/28/13,Walch,"Station Activities for Common Core State Standards Mathematics, Grade 7, Revised Edition"
3030,XAMOnline.com,1/10/13,Sharon A Wynne,MTEL Mathematics 09 Teacher Certification Study Guide Test Prep
3031,Walch Education,8/28/13,Walch,"Station Activities for Common Core State Standards Mathematics, Grade 6, Revised Edition"
3032,XAMOnline.com,1/10/13,Sharon A Wynne,"GACE Mathematics 022, 023 Teacher Certification Study Guide Test Prep"
3033,Dover Publications,8/20/92,Frederick W. Byron,Mathematics of Classical and Quantum Physics
3034,Addison-Wesley,11/21/14,Alexander A. Stepanov,From Mathematics to Generic Programming / Edition 1
3035,Wiley,1/9/08,Nick E. Christians,The Mathematics of Turfgrass Maintenance / Edition 4
3036,Pearson,5/16/16,Allen R. Angel,"Survey of Mathematics with Applications, A, a la Carte edition plus NEW MyMathLab with Pearson eText / Edition 10"
3037,Pearson,1/4/13,Stanley A. Salzman,Mathematics for Business / Edition 10
3038,Taylor & Francis,6/29/12,sarah-marie belcastro,Discrete Mathematics with Ducks / Edition 1
3039,Mometrix Media LLC,3/31/14,MTEL Exam Secrets Test Prep Staff,MTEL Elementary Mathematics (53) Exam Secrets Study Guide
3040,Mometrix Media LLC,3/1/16,TerraNova Exam Secrets Test Prep Staff,TerraNova Success Strategies Grade 5 Mathematics Workbook
3041,Pearson,10/7/16,Knut Sydsaeter,Essential Mathematics for Economic Analysis / Edition 5
3042,Pearson,3/6/14,Raymond A. Barnett,"College Mathematics for Business, Economics, Life Sciences and Social Sciences, Books a la Carte Plus MyMathLab Package / Edition 13"
3043,"Industrial Press, Inc.",12/10/05,Thomas Achatz,Technical Shop Mathematics / Edition 3
3044,Pearson,6/25/17,Sybilla Beckmann,"Mathematics for Elementary Teachers with Activities, Loose-Leaf Version Plus MyMathLab -- Access Card Package / Edition 5"
3045,Cengage Learning,11/30/93,Carol A. Castellon,Mathematics for Health Careers / Edition 1
3046,Pearson,1/23/15,Elayn Martin-Gay,Developmental Mathematics / Edition 3
3047,Pearson,3/6/14,Gary Clendenen,Business Mathematics plus MyMathLab with Pearson eText -- Access Card Package / Edition 13
3048,Pearson,5/18/17,Tom Pirnot,"Mathematics All Around, Books a la Carte Plus MyMathLab -- Access Card Package"
3049,Pearson,1/28/14,Dan Dolan,Mathematics Activities for Elementary Teachers / Edition 7
3050,Jones & Bartlett Learning,8/21/15,David J. Hunter,Essentials Of Discrete Mathematics / Edition 3
3051,Springer New York,1/28/04,Paulo Ney de Souza,Berkeley Problems in Mathematics / Edition 3
3052,Martino Fine Books,1/8/14,George Polya,Mathematics and Plausible Reasoning [Two Volumes in One]
3053,SingaporeMath.com Incorporated,1/28/03,Singapore Marshall Cavendish International,Primary Mathematics 6A - Workbook / Edition 1
3054,Cambridge University Press,3/27/14,Paul Fannon,Mathematics Standard Level for the IB Diploma Exam Preparation Guide
3055,Cengage Learning,2/15/12,Russell B. DeVore,Practical Problems in Mathematics for Heating and Cooling Technicians / Edition 6
3056,Mometrix Media LLC,3/31/14,STAAR Exam Secrets Test Prep Staff,STAAR Success Strategies Grade 7 Mathematics Study Guide
3057,SAGE Publications,5/2/17,Ed Southall,"Yes, but why? Teaching for understanding in mathematics"
3058,Dover Publications,2/17/11,Paul DuChateau,Advanced Mathematics for Engineers and Scientists
3059,McGraw-Hill Professional Publishing,10/28/91,Seymour Lipschutz,Schaum's 2000 Solved Problems in Discrete Mathematics / Edition 1
3060,Mometrix Media LLC,3/31/14,MTTC Exam Secrets Test Prep Staff,MTTC Mathematics (Elementary) (89) Test Secrets Study Guide
3061,Dover Publications,5/17/17,Alfred North Whitehead,An Introduction to Mathematics
3062,Dover Publications,5/27/99,Bonnie Averbach,Problem Solving Through Recreational Mathematics
3063,Cengage Learning,1/1/17,Stefan Waner,Finite Mathematics / Edition 7
3064,Taylor & Francis,2/23/98,Joanne K. Price,Applied Math for Wastewater Plant Operators / Edition 1
3065,Pearson,2/24/14,Margaret L. Lial,"Student's Solutions Manual for Mathematics with Applications In the Management, Natural and Social Sciences / Edition 11"
3066,XAMOnline.com,5/31/17,Sharon A Wynne,2017 TExES Mathematics 4-8 (115)
3067,XAMOnline.com,6/30/17,Sharon A Wynne,2017 NES Mathematics (304)
3068,Cengage Learning,6/9/06,John Peterson,Introductory Technical Mathematics / Edition 5
3069,Pearson,11/30/16,Jeffrey O Bennett,MyMathLab -- with Pearson eText -- Standalone Access Card -- for Using and Understanding Mathematics / Edition 6
3070,Pearson,1/24/14,Margaret L. Lial,"Mathematics with Applications In the Management, Natural, and Social Sciences Plus NEW MyMathLab with Pearson eText -- Access Card Package / Edition 11"
3071,Speedy Publishing LLC,10/12/14,Pamphlet Master,Business Math Formulas
3072,Pearson,1/16/13,Allyn J. Washington,Basic Technical Mathematics with Calculus / Edition 10
3073,Pearson,10/8/03,Barbara Ridener,Mathematics Content for Elementary and Middle School Teachers / Edition 1
3074,Pearson,1/29/15,Rick Billstein,"A Problem Solving Approach to Mathematics for Elementary School Teachers, Books a la Carte Edition plus NEW MyMathLab with Pearson eText -- Access Card Package / Edition 12"
3075,Oxford University Press,10/28/92,A. N. Whitehead,Introduction to Mathematics (Barnes & Noble Library of Essential Reading)
3076,Pearson,9/29/99,Betty C. Rogers,Mathematics for Agriculture / Edition 2
3077,Cengage Learning,1/1/15,Soo T. Tan,"Applied Mathematics for the Managerial, Life, and Social Sciences / Edition 7"
3078,Pearson,5/25/17,Peter Tannenbaum,Excursions in Modern Mathematics Plus MyMathLab -- Title-Specific Access Card Package / Edition 9
3079,Cambridge University Press,8/31/13,David C. M. Dickson,Solutions Manual for Actuarial Mathematics for Life Contingent Risks / Edition 2
3080,McGraw-Hill Higher Education,1/27/14,Julie Miller,Basic College Mathematics / Edition 3
3081,SAGE Publications,2/8/11,Ted H. Hull,Visible Thinking in the K-8 Mathematics Classroom / Edition 1
3082,Ballantine Books,1/30/18,Catherine Kerrison,"Jefferson's Daughters: Three Sisters, White and Black, in a Young America"
3083,CreateSpace Publishing,12/2/15,Test Master Press Wisconsin,WISCONSIN TEST PREP Forward Exam Practice Mathematics Grade 4
3084,Skyhorse Publishing,1/24/17,David A. Sousa,"Brain-Compatible Activities for Mathematics, Grades 2-3"
3085,XAMOnline.com,10/6/06,Sharon Wynne,ICTS Mathematics 115 (Illinois)
3086,"Rowman & Littlefield Publishers, Inc.",1/1/83,Martin M. Zuckerman,Passing the City University of New York Mathematics Skills Assessment Test
3087,McGraw-Hill Education,4/28/14,Contemporary,"Common Core Achieve, HiSET Exercise Book Mathematics"
3088,Mometrix Media LLC,3/31/14,STAAR Exam Secrets Test Prep Staff,STAAR Success Strategies Grade 6 Mathematics Study Guide
3089,ABDO,1/1/16,Christine Zuchora-Walske,Mathematics in the Real World (STEM in the Real World)
3090,Dover Publications,7/19/11,Stuart Hollingdale,Makers of Mathematics
3091,Oxford University Press,4/1/12,Jacqueline Stedall,The History of Mathematics
3092,Mometrix Media LLC,3/31/14,NES Exam Secrets Test Prep Staff,NES Middle Grades Mathematics Secrets Study Guide
3093,Cengage Learning,6/2/11,Eric Lengyel,Mathematics for 3D Game Programming and Computer Graphics / Edition 3
3094,CreateSpace Publishing,3/20/14,Jonathan D. Kantrowitz,Rise & Shine STAAR Prep Mathematics Grade 7
3095,Mometrix Media LLC,3/31/14,TExES Exam Secrets Test Prep Staff,TExES (115) Mathematics 4-8 Exam Secrets Study Guide
3096,Mometrix Media LLC,3/31/14,STAAR Exam Secrets Test Prep Staff,STAAR Grade 5 Mathematics Assessment Secrets Study Guide
3097,Dover Publications,3/1/81,Morris Kline,Mathematics and the Physical World. Repr of 1959 Ed
3098,XAMOnline.com,7/1/15,Sharon A. Wynne,TExES Physics/Mathematics 7-12 243
3099,Dover Publications,4/19/17,E.C. Titchmarsh,Mathematics for the General Reader
3100,SingaporeMath.com Incorporated,1/28/03,Singapore Marshall Cavendish International,Primary Mathematics 6B - Workbook / Edition 1
3101,R&L Education,2/6/08,Sydney L. Schwartz,Teaching Young Children Mathematics
3102,"Oxford University Press, USA",7/28/99,Reuben Hersh,"What Is Mathematics, Really?"
3103,"McGraw-Hill Companies, The",1/27/03,Mcgraw-Hill,Dictionary Of Mathematics
3104,Pearson,4/9/15,Robert F. Blitzer,Pathways to College Mathematics / Edition 1
3105,"Information Age Publishing, Inc.",3/23/10,Ed Wheeler,Discrete Mathematics For Teachers (Pb)
3106,CreateSpace Publishing,10/25/14,Yongcheng Chen,Fifty Lectures for American Invitational Mathematics Examination (AIME) (Volume 1)
3107,CreateSpace Publishing,5/1/15,Jonathan D. Kantrowitz,Rise & Shine TEKS Prep Grade 5 Mathematics
3108,Pearson,3/6/15,Elayn Martin-Gay,Basic College Mathematics with Early Integers Plus NEW MyMathLab with Pearson eText -- Access Card Package / Edition 3
3109,Springer New York,6/1/10,John Stillwell,Mathematics and Its History / Edition 3
3110,CreateSpace Publishing,11/7/13,Yongcheng Chen,American Mathematics Competitions 8 Practice
3111,Mometrix Media LLC,7/14/14,Praxis II Exam Secrets Test Prep Staff,Praxis II Mathematics Content Knowledge (5161) Exam Flashcard Study System
3112,McGraw-Hill Education,6/28/12,Max  Bell,"Everyday Mathematics, Volume 1-Journal (Grade 5)"
3113,CreateSpace Publishing,3/19/14,Jonathan D. Kantrowitz,Rise & Shine STAAR Prep Mathematics Grade 8
3114,Cambridge University Press,6/1/17,Soren Eilers,Introduction to Experimental Mathematics
3115,Cambridge University Press,6/6/13,Greg Byrd,Cambridge Checkpoint Mathematics Practice Book 9
3116,Goodheart-Willcox Publisher,1/18/10,R. Jesse Phagan,Applied Mathematics / Edition 4
3117,Dover Publications,6/1/82,Richard J. Gillings,Mathematics in the Time of the Pharaohs
3118,"World Scientific Publishing Company, Incorporated",11/11/16,Alfred S Posamentier,Strategy Games To Enhance Problem-solving Ability In Mathematics
3119,Dover Publications,11/2/11,Miodrag Petkovic,Mathematics and Chess
3120,Dover Publications,12/13/04,Edward A. Bender,A Short Course in Discrete Mathematics
3121,Macmillan Education UK,12/16/08,Peter Grossman,Discrete Mathematics for Computing / Edition 3
3122,Pearson,3/1/13,Sybilla Beckmann,"Mathematics for Elementary Teachers with Activities, Books a la Carte Edition Plus MyMathLab -- Access Card Package / Edition 4"
3123,Taylor & Francis,12/19/16,E. Arthur Robinson,"The Mathematics of Politics, Second Edition"
3124,CreateSpace Publishing,11/12/15,Yongcheng Chen,American Regions Mathematics League Contests (ARML) Preparation (Volume 1)
3125,"Oxford University Press, USA",12/28/02,Norman L. Biggs,Discrete Mathematics / Edition 2
3126,Pearson,8/13/13,The Early Math Collaborative- Erikson Institute,"Big Ideas of Early Mathematics: What Teachers of Young Children Need to Know, Video-Enhanced Pearson eText-- Access Card / Edition 1"
3127,Princeton University Press,8/17/14,Erin N. Bodine,Mathematics for the Life Sciences
3128,McGraw-Hill Education,1/25/10,Vidya Subramanian,McGraw-Hill's PMP Certification Mathematics
3129,Pearson,1/15/88,Thomas J. McHale,Technical Mathematics II / Edition 1
3130,Hodder Education Group,7/26/13,Terry Wall,Cambridge IGCSE Mathematics Core and Extended 3ed + CD
3131,Pearson,5/29/11,John Squires,MyMathLab for Squires / Wyrick Developmental Mathematics -- Access Card / Edition 1
3132,McGraw-Hill Higher Education,4/28/06,Max  Bell,"Everyday Mathematics, Grade 2, Student Math Journal 2"
3133,Wellesley-Cambridge Press,1/1/86,Gilbert Strang,Introduction to Applied Mathematics / Edition 1
3134,Pearson,8/14/16,Alicia Collins,Navigating Through Mathematics MyMathLab Access Card with Navigation Guide -- Access Card Package / Edition 1
3135,National Council of Teachers of Mathematics,4/1/00,National Council of Teachers of Mathematics,Principles and Standards for School Mathematics
3136,Mometrix Media LLC,3/1/16,California Common Core Exam Secrets Test Prep Staff,California Common Core SBAC Grade 7 Mathematics Success Strategies Study Guide
3137,Cengage Learning,2/6/12,Ricardo D. Fierro,Mathematics for Elementary School Teachers
3138,Cengage Learning,1/1/15,Tom Bassarear,"Explorations, Mathematics for Elementary School Teachers / Edition 6"
3139,Lulu.com,5/10/15,Richmond School District,Reggio-Inspired Mathematics
3140,Pearson,3/7/14,Raymond A. Barnett,"Finite Mathematics for Business, Economics, Life Sciences and Social Sciences, Books a la Carte Plus MyMathLab with Pearson eText -- Access Card Package / Edition 13"
3141,Pearson,4/30/14,Gary Clendenen,Business Mathematics Books a la Carte Edition Plus NEW MyMathLab with Pearson eText -- Access Card Package / Edition 13
3142,Mohmmad Khaja Shareef,3/13/15,Mohmmad Khaja Shareef,Properties of Triangles (Trigonometry) Mathematics Question Bank
3143,Pearson,1/7/15,Marvin L. Bittinger,Developmental Mathematics / Edition 9
3144,Cengage Learning,8/1/14,Douglas Smith,A Transition to Advanced Mathematics / Edition 8
3145,Xlibris Corporation,9/14/11,Herman Sr. Tolbert,"Corridors (The Geometry, Physics And Mathematics Of Chess) Vol 1"
3146,Cambridge University Press,8/30/91,Paul Bamberg,"A Course in Mathematics for Students of Physics, Volume 1 / Edition 1"
3147,Springer New York,10/31/02,Burkard Polster,The Mathematics of Juggling / Edition 1
3148,"Norton, W. W. & Company, Inc.",4/28/94,Carl P. Simon,Mathematics for Economists / Edition 1
3149,Taylor & Francis,11/3/15,Martin Liebeck,"A Concise Introduction to Pure Mathematics, Fourth Edition / Edition 4"
3150,Mometrix Media LLC,3/31/14,IB Exam Secrets Test Prep Staff,IB Mathematics (SL) Examination Flashcard Study System
3151,SAGE Publications,1/28/03,Julie A. Sliva Spitzer,"Teaching Inclusive Mathematics to Special Learners, K-6 / Edition 1"
3152,Wiley,10/16/12,Richard G. Rice,Applied Mathematics And Modeling For Chemical Engineers / Edition 2
3153,Pearson,4/14/17,Ralph P. Grimaldi,Discrete and Combinatorial Mathematics (Classic Version) / Edition 5
3154,Pearson,2/24/14,Gary Clendenen,Business Mathematics / Edition 13
3155,Cengage Learning,1/1/14,Dale Ewen,Elementary Technical Mathematics / Edition 11
3156,Xyz Textbooks,11/28/10,Charles P. McKeague,Introductory Mathematics-With Access
3157,"Waveland Press, Inc.",1/28/97,John C. Molluzzo,A First Course in Discrete Mathematics / Edition 1
3158,Cambridge University Press,8/31/13,Daniel Fleisch,A Student's Guide to the Mathematics of Astronomy
3159,"Freeman, W. H. & Company",5/1/17,Judith Sowder,Loose-leaf Version for Reconceptualizing Mathematics & LaunchPad for Sowder's Reconceptualizing Mathematics (Twenty-four Month Access) / Edition 3
3160,Basic Books,1/8/13,Ian Stewart,The Mathematics of Life
3161,Princeton University Press,3/7/17,Mircea Pitici,The Best Writing on Mathematics 2016
3162,Prometheus Books,8/13/13,Alfred S. Posamentier,Magnificent Mistakes in Mathematics
3163,Princeton University Press,11/23/14,Mircea Pitici,The Best Writing on Mathematics 2014
3164,Dover Publications,11/18/09,Harry Lass,Elements of Pure and Applied Mathematics
3165,Pearson,1/15/17,Peter Tannenbaum,Excursions in Modern Mathematics / Edition 9
3166,"LearningExpress, LLC",2/16/15,LearningExpress,GED Test Mathematics Flash Review
3167,"Guilford Publications, Inc.",1/25/16,Bradley S. Witzel,Teaching Elementary Mathematics to Struggling Learners
3168,XAMOnline.com,9/28/06,Sharon A. Wynne,MTEL Middle School Mathematics 47
3169,XAMOnline.com,7/31/08,Xamonline,GACE Middle Grades Mathematics 013
3170,Cengage Learning,2/27/12,Louise M Simmers,Practical Problems in Math for Health Science Careers / Edition 3
3171,Crown/Archetype,8/19/03,Thomas Cusick,Mathematics Made Simple
3172,Hodder Education Group,7/28/17,Rita Bateson,Mathematics for the IB MYP 1
3173,National Council of Teachers of Mathematics,9/28/11,Helen Featherstone,Smarter Together! Collaboration and Equity in Elementary Mathematics
3174,Cengage Learning,3/5/09,Dave Mark,Behavioral Mathematics for Game AI / Edition 1
3175,"Content Technologies, Inc.",1/19/12,Cram101 Textbook Reviews,"Studyguide for Knowing and Teaching Elementary Mathematics by Ma, Liping, ISBN 9780805829099"
3176,Pearson,1/19/16,Margaret L. Lial,Finite Mathematics and Calculus with Applications / Edition 10
3177,Dover Publications,11/19/14,George Yuri Rainich,Mathematics of Relativity
3178,HarperCollins Publishers,6/27/06,Lawrence A. Trivieri,Basic Mathematics
3179,Research & Education Association,1/1/13,Mel Friedman,Praxis II Middle School Mathematics (0069) 2nd Ed.
3180,Barnes & Noble,07/31/2015,Edgar Allan Poe,The Complete Tales and Poems of Edgar Allan Poe (Barnes & Noble Collectible Editions)
3181,"Little, Brown and Company",04/02/2013,Maria Semple,"Where'd You Go, Bernadette"
3182,Houghton Mifflin Harcourt,10/13/2009,Tim O'Brien,The Things They Carried
3183,"Little, Brown and Company",03/06/2018,Luis Alberto Urrea,The House of Broken Angels
3184,Scribner,04/04/2017,Anthony Doerr,All the Light We Cannot See
3185,Flame Tree,12/19/2017,Edgar Allan Poe,Edgar Allan Poe Stories
3186,HarperCollins Publishers,08/28/2012,Madeline Miller,The Song of Achilles
3187,"Little, Brown and Company",01/30/2001,J. D. Salinger,The Catcher in the Rye
3188,Grand Central Publishing,10/28/1988,Harper Lee,To Kill a Mockingbird
3189,Scribner,09/30/2004,F. Scott Fitzgerald,The Great Gatsby
3190,Random House Publishing Group,03/27/2018,Elizabeth Strout,Anything Is Possible
